month,tasmin,year,country,iso3,season
Mar,3.6,2001,Turkey,TUR,spring
Apr,5.4,2001,Turkey,TUR,spring
May,8.2,2001,Turkey,TUR,spring
Jun,12.7,2001,Turkey,TUR,summer
Jul,16.6,2001,Turkey,TUR,summer
Aug,16.4,2001,Turkey,TUR,summer
Sep,12.3,2001,Turkey,TUR,autumn
Oct,6.6,2001,Turkey,TUR,autumn
Nov,1.5,2001,Turkey,TUR,autumn
Dec,-1.3,2001,Turkey,TUR,winter
Jan,-7.1,2002,Turkey,TUR,winter
Feb,-2.1,2002,Turkey,TUR,winter
Mar,1.4,2002,Turkey,TUR,spring
Apr,4.4,2002,Turkey,TUR,spring
May,8.1,2002,Turkey,TUR,spring
Jun,12.8,2002,Turkey,TUR,summer
Jul,16.1,2002,Turkey,TUR,summer
Aug,15.2,2002,Turkey,TUR,summer
Sep,11.8,2002,Turkey,TUR,autumn
Oct,7.6,2002,Turkey,TUR,autumn
Nov,2.2,2002,Turkey,TUR,autumn
Dec,-5.1,2002,Turkey,TUR,winter
Jan,-1.3,2003,Turkey,TUR,winter
Feb,-4.4,2003,Turkey,TUR,winter
Mar,-2.3,2003,Turkey,TUR,spring
Apr,3.7,2003,Turkey,TUR,spring
May,9.7,2003,Turkey,TUR,spring
Jun,12.7,2003,Turkey,TUR,summer
Jul,15.4,2003,Turkey,TUR,summer
Aug,15.7,2003,Turkey,TUR,summer
Sep,11.1,2003,Turkey,TUR,autumn
Oct,8.2,2003,Turkey,TUR,autumn
Nov,1.8,2003,Turkey,TUR,autumn
Dec,-2.1,2003,Turkey,TUR,winter
Jan,-4.0,2004,Turkey,TUR,winter
Feb,-3.3,2004,Turkey,TUR,winter
Mar,0.5,2004,Turkey,TUR,spring
Apr,3.9,2004,Turkey,TUR,spring
May,8.2,2004,Turkey,TUR,spring
Jun,12.2,2004,Turkey,TUR,summer
Jul,14.8,2004,Turkey,TUR,summer
Aug,15.0,2004,Turkey,TUR,summer
Sep,11.0,2004,Turkey,TUR,autumn
Oct,7.8,2004,Turkey,TUR,autumn
Nov,1.9,2004,Turkey,TUR,autumn
Dec,-3.4,2004,Turkey,TUR,winter
Jan,-3.7,2005,Turkey,TUR,winter
Feb,-3.8,2005,Turkey,TUR,winter
Mar,0.1,2005,Turkey,TUR,spring
Apr,4.9,2005,Turkey,TUR,spring
May,8.9,2005,Turkey,TUR,spring
Jun,11.8,2005,Turkey,TUR,summer
Jul,16.1,2005,Turkey,TUR,summer
Aug,16.2,2005,Turkey,TUR,summer
Sep,11.6,2005,Turkey,TUR,autumn
Oct,6.0,2005,Turkey,TUR,autumn
Nov,1.6,2005,Turkey,TUR,autumn
Dec,-1.3,2005,Turkey,TUR,winter
Jan,-5.6,2006,Turkey,TUR,winter
Feb,-3.4,2006,Turkey,TUR,winter
Mar,1.0,2006,Turkey,TUR,spring
Apr,5.8,2006,Turkey,TUR,spring
May,8.8,2006,Turkey,TUR,spring
Jun,13.3,2006,Turkey,TUR,summer
Jul,15.4,2006,Turkey,TUR,summer
Aug,16.8,2006,Turkey,TUR,summer
Sep,11.7,2006,Turkey,TUR,autumn
Oct,8.4,2006,Turkey,TUR,autumn
Nov,0.3,2006,Turkey,TUR,autumn
Dec,-4.4,2006,Turkey,TUR,winter
