month,tas,year,country,iso3,season
Nov,-17.8,1999,Russia,RUS,autumn
Dec,-21.3,1999,Russia,RUS,winter
Jan,-27.3,2000,Russia,RUS,winter
Feb,-21.5,2000,Russia,RUS,winter
Mar,-15.0,2000,Russia,RUS,spring
Apr,-3.9,2000,Russia,RUS,spring
May,3.8,2000,Russia,RUS,spring
Jun,12.2,2000,Russia,RUS,summer
Jul,15.0,2000,Russia,RUS,summer
Aug,12.8,2000,Russia,RUS,summer
Sep,5.7,2000,Russia,RUS,autumn
Oct,-5.5,2000,Russia,RUS,autumn
Nov,-19.0,2000,Russia,RUS,autumn
Dec,-26.0,2000,Russia,RUS,winter
Jan,-28.1,2001,Russia,RUS,winter
Feb,-25.4,2001,Russia,RUS,winter
Mar,-16.6,2001,Russia,RUS,spring
Apr,-6.0,2001,Russia,RUS,spring
May,4.5,2001,Russia,RUS,spring
Jun,12.2,2001,Russia,RUS,summer
Jul,15.9,2001,Russia,RUS,summer
Aug,13.0,2001,Russia,RUS,summer
Sep,5.3,2001,Russia,RUS,autumn
Oct,-5.2,2001,Russia,RUS,autumn
Nov,-14.1,2001,Russia,RUS,autumn
Dec,-24.1,2001,Russia,RUS,winter
Jan,-24.6,2002,Russia,RUS,winter
Feb,-21.3,2002,Russia,RUS,winter
Mar,-12.5,2002,Russia,RUS,spring
Apr,-6.0,2002,Russia,RUS,spring
May,3.7,2002,Russia,RUS,spring
Jun,12.3,2002,Russia,RUS,summer
Jul,15.7,2002,Russia,RUS,summer
Aug,12.6,2002,Russia,RUS,summer
Sep,5.6,2002,Russia,RUS,autumn
Oct,-5.1,2002,Russia,RUS,autumn
Nov,-16.8,2002,Russia,RUS,autumn
Dec,-27.2,2002,Russia,RUS,winter
Jan,-25.5,2003,Russia,RUS,winter
Feb,-23.9,2003,Russia,RUS,winter
Mar,-14.7,2003,Russia,RUS,spring
Apr,-5.8,2003,Russia,RUS,spring
May,4.0,2003,Russia,RUS,spring
Jun,11.3,2003,Russia,RUS,summer
Jul,15.5,2003,Russia,RUS,summer
Aug,13.3,2003,Russia,RUS,summer
Sep,6.8,2003,Russia,RUS,autumn
Oct,-3.6,2003,Russia,RUS,autumn
Nov,-17.7,2003,Russia,RUS,autumn
Dec,-20.4,2003,Russia,RUS,winter
Jan,-24.8,2004,Russia,RUS,winter
Feb,-23.7,2004,Russia,RUS,winter
Mar,-16.3,2004,Russia,RUS,spring
Apr,-7.1,2004,Russia,RUS,spring
May,3.4,2004,Russia,RUS,spring
Jun,11.3,2004,Russia,RUS,summer
Jul,15.1,2004,Russia,RUS,summer
Aug,12.0,2004,Russia,RUS,summer
Sep,6.1,2004,Russia,RUS,autumn
Oct,-4.9,2004,Russia,RUS,autumn
Nov,-14.3,2004,Russia,RUS,autumn
Dec,-25.9,2004,Russia,RUS,winter
Jan,-23.6,2005,Russia,RUS,winter
Feb,-25.0,2005,Russia,RUS,winter
Mar,-16.3,2005,Russia,RUS,spring
Apr,-5.5,2005,Russia,RUS,spring
May,5.0,2005,Russia,RUS,spring
Jun,12.1,2005,Russia,RUS,summer
Jul,15.8,2005,Russia,RUS,summer
Aug,12.5,2005,Russia,RUS,summer
Sep,7.4,2005,Russia,RUS,autumn
Oct,-2.5,2005,Russia,RUS,autumn
Nov,-13.5,2005,Russia,RUS,autumn
Dec,-22.9,2005,Russia,RUS,winter
Jan,-29.7,2006,Russia,RUS,winter
Feb,-24.4,2006,Russia,RUS,winter
Mar,-16.3,2006,Russia,RUS,spring
Apr,-8.7,2006,Russia,RUS,spring
May,3.5,2006,Russia,RUS,spring
Jun,12.7,2006,Russia,RUS,summer
Jul,15.0,2006,Russia,RUS,summer
Aug,12.2,2006,Russia,RUS,summer
Sep,6.8,2006,Russia,RUS,autumn
Oct,-5.2,2006,Russia,RUS,autumn
Nov,-16.4,2006,Russia,RUS,autumn
Dec,-20.8,2006,Russia,RUS,winter
Jan,-20.5,2007,Russia,RUS,winter
Feb,-25.6,2007,Russia,RUS,winter
Mar,-14.5,2007,Russia,RUS,spring
Apr,-2.9,2007,Russia,RUS,spring
May,4.3,2007,Russia,RUS,spring
Jun,11.4,2007,Russia,RUS,summer
Jul,15.6,2007,Russia,RUS,summer
Aug,13.5,2007,Russia,RUS,summer
Sep,6.8,2007,Russia,RUS,autumn
Oct,-2.6,2007,Russia,RUS,autumn
Nov,-15.1,2007,Russia,RUS,autumn
Dec,-21.3,2007,Russia,RUS,winter
Jan,-25.3,2008,Russia,RUS,winter
Feb,-21.3,2008,Russia,RUS,winter
Mar,-12.5,2008,Russia,RUS,spring
Apr,-6.4,2008,Russia,RUS,spring
May,3.9,2008,Russia,RUS,spring
Jun,11.8,2008,Russia,RUS,summer
Jul,15.1,2008,Russia,RUS,summer
Aug,12.8,2008,Russia,RUS,summer
Sep,5.8,2008,Russia,RUS,autumn
Oct,-2.1,2008,Russia,RUS,autumn
Nov,-14.6,2008,Russia,RUS,autumn
Dec,-22.3,2008,Russia,RUS,winter
Jan,-24.8,2009,Russia,RUS,winter
Feb,-26.6,2009,Russia,RUS,winter
Mar,-16.1,2009,Russia,RUS,spring
Apr,-4.9,2009,Russia,RUS,spring
May,3.5,2009,Russia,RUS,spring
Jun,11.7,2009,Russia,RUS,summer
Jul,14.8,2009,Russia,RUS,summer
Aug,12.4,2009,Russia,RUS,summer
Sep,7.0,2009,Russia,RUS,autumn
Oct,-3.2,2009,Russia,RUS,autumn
Nov,-17.8,2009,Russia,RUS,autumn
Dec,-26.3,2009,Russia,RUS,winter
Jan,-28.0,2010,Russia,RUS,winter
Feb,-26.7,2010,Russia,RUS,winter
Mar,-16.9,2010,Russia,RUS,spring
Apr,-5.9,2010,Russia,RUS,spring
May,5.2,2010,Russia,RUS,spring
Jun,12.2,2010,Russia,RUS,summer
Jul,15.8,2010,Russia,RUS,summer
Aug,12.9,2010,Russia,RUS,summer
Sep,5.8,2010,Russia,RUS,autumn
Oct,-3.6,2010,Russia,RUS,autumn
Nov,-14.1,2010,Russia,RUS,autumn
Dec,-25.4,2010,Russia,RUS,winter
Jan,-25.3,2011,Russia,RUS,winter
Feb,-25.2,2011,Russia,RUS,winter
