month,tasmax,year,country,iso3,season
Dec,1.24,1998,China,CHN,winter
Jan,-2.23,1999,China,CHN,winter
Feb,0.6,1999,China,CHN,winter
Mar,8.14,1999,China,CHN,spring
Apr,14.78,1999,China,CHN,spring
May,21.1,1999,China,CHN,spring
Jun,23.71,1999,China,CHN,summer
Jul,26.24,1999,China,CHN,summer
Aug,24.34,1999,China,CHN,summer
Sep,20.53,1999,China,CHN,autumn
Oct,13.07,1999,China,CHN,autumn
Nov,5.05,1999,China,CHN,autumn
Dec,0.91,1999,China,CHN,winter
Jan,-1.48,2000,China,CHN,winter
Feb,2.36,2000,China,CHN,winter
Mar,8.68,2000,China,CHN,spring
Apr,14.43,2000,China,CHN,spring
May,20.33,2000,China,CHN,spring
Jun,23.95,2000,China,CHN,summer
Jul,26.32,2000,China,CHN,summer
Aug,24.45,2000,China,CHN,summer
Sep,20.57,2000,China,CHN,autumn
Oct,14.76,2000,China,CHN,autumn
Nov,7.83,2000,China,CHN,autumn
Dec,-0.61,2000,China,CHN,winter
Jan,0.53,2001,China,CHN,winter
Feb,4.8,2001,China,CHN,winter
Mar,9.91,2001,China,CHN,spring
Apr,15.04,2001,China,CHN,spring
May,19.47,2001,China,CHN,spring
Jun,23.86,2001,China,CHN,summer
Jul,25.5,2001,China,CHN,summer
Aug,24.77,2001,China,CHN,summer
Sep,20.27,2001,China,CHN,autumn
Oct,13.56,2001,China,CHN,autumn
Nov,6.33,2001,China,CHN,autumn
Dec,-0.45,2001,China,CHN,winter
Jan,-0.42,2002,China,CHN,winter
Feb,3.07,2002,China,CHN,winter
Mar,7.77,2002,China,CHN,spring
Apr,14.96,2002,China,CHN,spring
May,19.27,2002,China,CHN,spring
Jun,23.28,2002,China,CHN,summer
Jul,24.81,2002,China,CHN,summer
Aug,24.09,2002,China,CHN,summer
Sep,20.65,2002,China,CHN,autumn
Oct,14.29,2002,China,CHN,autumn
Nov,6.34,2002,China,CHN,autumn
Dec,0.86,2002,China,CHN,winter
Jan,-0.96,2003,China,CHN,winter
Feb,3.75,2003,China,CHN,winter
Mar,8.94,2003,China,CHN,spring
Apr,16.43,2003,China,CHN,spring
May,19.83,2003,China,CHN,spring
Jun,23.54,2003,China,CHN,summer
Jul,25.17,2003,China,CHN,summer
Aug,24.11,2003,China,CHN,summer
Sep,20.62,2003,China,CHN,autumn
Oct,14.0,2003,China,CHN,autumn
Nov,7.19,2003,China,CHN,autumn
Dec,1.04,2003,China,CHN,winter
Jan,-1.55,2004,China,CHN,winter
Feb,-0.4,2004,China,CHN,winter
Mar,7.95,2004,China,CHN,spring
Apr,15.61,2004,China,CHN,spring
May,19.46,2004,China,CHN,spring
Jun,24.31,2004,China,CHN,summer
Jul,25.62,2004,China,CHN,summer
Aug,24.06,2004,China,CHN,summer
Sep,21.41,2004,China,CHN,autumn
Oct,14.27,2004,China,CHN,autumn
Nov,7.46,2004,China,CHN,autumn
Dec,-0.62,2004,China,CHN,winter
Jan,-0.68,2005,China,CHN,winter
Feb,2.75,2005,China,CHN,winter
Mar,8.53,2005,China,CHN,spring
Apr,14.74,2005,China,CHN,spring
May,20.13,2005,China,CHN,spring
Jun,23.55,2005,China,CHN,summer
Jul,25.85,2005,China,CHN,summer
Aug,25.56,2005,China,CHN,summer
Sep,20.82,2005,China,CHN,autumn
Oct,15.53,2005,China,CHN,autumn
Nov,7.61,2005,China,CHN,autumn
Dec,1.02,2005,China,CHN,winter
Jan,0.05,2006,China,CHN,winter
Feb,5.3,2006,China,CHN,winter
Mar,8.46,2006,China,CHN,spring
Apr,15.23,2006,China,CHN,spring
May,21.33,2006,China,CHN,spring
Jun,24.02,2006,China,CHN,summer
Jul,25.42,2006,China,CHN,summer
Aug,25.11,2006,China,CHN,summer
Sep,20.66,2006,China,CHN,autumn
Oct,14.09,2006,China,CHN,autumn
Nov,7.51,2006,China,CHN,autumn
Dec,1.54,2006,China,CHN,winter
Jan,-3.02,2007,China,CHN,winter
Feb,0.08,2007,China,CHN,winter
Mar,10.34,2007,China,CHN,spring
Apr,15.6,2007,China,CHN,spring
May,20.41,2007,China,CHN,spring
Jun,23.6,2007,China,CHN,summer
Jul,25.49,2007,China,CHN,summer
Aug,24.21,2007,China,CHN,summer
Sep,20.71,2007,China,CHN,autumn
Oct,14.58,2007,China,CHN,autumn
Nov,7.0,2007,China,CHN,autumn
Dec,1.76,2007,China,CHN,winter
Jan,-0.36,2008,China,CHN,winter
