month,rainfall_mm,year,country,iso3,season
Feb,236.4,1981,Indonesia,IDN,winter
Mar,269.6,1981,Indonesia,IDN,spring
Apr,316.2,1981,Indonesia,IDN,spring
May,295.0,1981,Indonesia,IDN,spring
Jun,203.1,1981,Indonesia,IDN,summer
Jul,232.7,1981,Indonesia,IDN,summer
Aug,98.5,1981,Indonesia,IDN,summer
Sep,240.9,1981,Indonesia,IDN,autumn
Oct,211.4,1981,Indonesia,IDN,autumn
Nov,274.8,1981,Indonesia,IDN,autumn
Dec,302.1,1981,Indonesia,IDN,winter
Jan,270.6,1982,Indonesia,IDN,winter
Feb,242.3,1982,Indonesia,IDN,winter
Mar,271.5,1982,Indonesia,IDN,spring
Apr,294.6,1982,Indonesia,IDN,spring
May,225.0,1982,Indonesia,IDN,spring
Jun,152.0,1982,Indonesia,IDN,summer
Jul,105.3,1982,Indonesia,IDN,summer
Aug,95.8,1982,Indonesia,IDN,summer
Sep,104.2,1982,Indonesia,IDN,autumn
Oct,140.9,1982,Indonesia,IDN,autumn
Nov,179.9,1982,Indonesia,IDN,autumn
Dec,262.2,1982,Indonesia,IDN,winter
Jan,262.6,1983,Indonesia,IDN,winter
Feb,210.1,1983,Indonesia,IDN,winter
Mar,237.2,1983,Indonesia,IDN,spring
Apr,251.8,1983,Indonesia,IDN,spring
May,297.7,1983,Indonesia,IDN,spring
Jun,194.0,1983,Indonesia,IDN,summer
Jul,183.1,1983,Indonesia,IDN,summer
Aug,168.4,1983,Indonesia,IDN,summer
Sep,177.2,1983,Indonesia,IDN,autumn
Oct,250.0,1983,Indonesia,IDN,autumn
Nov,277.6,1983,Indonesia,IDN,autumn
Dec,284.1,1983,Indonesia,IDN,winter
Jan,302.9,1984,Indonesia,IDN,winter
Feb,300.2,1984,Indonesia,IDN,winter
Mar,318.1,1984,Indonesia,IDN,spring
Apr,310.1,1984,Indonesia,IDN,spring
May,320.1,1984,Indonesia,IDN,spring
Jun,190.5,1984,Indonesia,IDN,summer
Jul,231.3,1984,Indonesia,IDN,summer
Aug,170.0,1984,Indonesia,IDN,summer
Sep,237.1,1984,Indonesia,IDN,autumn
Oct,210.1,1984,Indonesia,IDN,autumn
Nov,240.2,1984,Indonesia,IDN,autumn
Dec,292.6,1984,Indonesia,IDN,winter
Jan,247.7,1985,Indonesia,IDN,winter
Feb,247.2,1985,Indonesia,IDN,winter
Mar,280.5,1985,Indonesia,IDN,spring
Apr,279.5,1985,Indonesia,IDN,spring
May,266.1,1985,Indonesia,IDN,spring
Jun,205.7,1985,Indonesia,IDN,summer
Jul,190.2,1985,Indonesia,IDN,summer
Aug,165.9,1985,Indonesia,IDN,summer
Sep,203.5,1985,Indonesia,IDN,autumn
Oct,243.4,1985,Indonesia,IDN,autumn
Nov,268.8,1985,Indonesia,IDN,autumn
Dec,288.2,1985,Indonesia,IDN,winter
Jan,310.3,1986,Indonesia,IDN,winter
Feb,219.5,1986,Indonesia,IDN,winter
Mar,341.5,1986,Indonesia,IDN,spring
Apr,311.2,1986,Indonesia,IDN,spring
May,198.6,1986,Indonesia,IDN,spring
Jun,212.9,1986,Indonesia,IDN,summer
Jul,187.9,1986,Indonesia,IDN,summer
Aug,160.2,1986,Indonesia,IDN,summer
Sep,197.7,1986,Indonesia,IDN,autumn
Oct,241.4,1986,Indonesia,IDN,autumn
Nov,266.5,1986,Indonesia,IDN,autumn
Dec,240.0,1986,Indonesia,IDN,winter
Jan,300.0,1987,Indonesia,IDN,winter
Feb,200.1,1987,Indonesia,IDN,winter
Mar,266.9,1987,Indonesia,IDN,spring
Apr,252.9,1987,Indonesia,IDN,spring
May,232.4,1987,Indonesia,IDN,spring
