month,rainfall_mm,year,country,iso3,season
Nov,257.2,1999,Philippines,PHL,autumn
Dec,267.3,1999,Philippines,PHL,winter
Jan,148.9,2000,Philippines,PHL,winter
Feb,169.6,2000,Philippines,PHL,winter
Mar,175.7,2000,Philippines,PHL,spring
Apr,148.5,2000,Philippines,PHL,spring
May,264.0,2000,Philippines,PHL,spring
Jun,255.7,2000,Philippines,PHL,summer
Jul,278.2,2000,Philippines,PHL,summer
Aug,248.9,2000,Philippines,PHL,summer
Sep,240.0,2000,Philippines,PHL,autumn
Oct,449.4,2000,Philippines,PHL,autumn
Nov,279.4,2000,Philippines,PHL,autumn
Dec,265.7,2000,Philippines,PHL,winter
Jan,150.2,2001,Philippines,PHL,winter
Feb,146.3,2001,Philippines,PHL,winter
Mar,131.5,2001,Philippines,PHL,spring
Apr,102.6,2001,Philippines,PHL,spring
May,181.2,2001,Philippines,PHL,spring
Jun,237.9,2001,Philippines,PHL,summer
Jul,386.1,2001,Philippines,PHL,summer
Aug,302.1,2001,Philippines,PHL,summer
Sep,277.3,2001,Philippines,PHL,autumn
Oct,263.6,2001,Philippines,PHL,autumn
Nov,269.7,2001,Philippines,PHL,autumn
Dec,220.7,2001,Philippines,PHL,winter
Jan,102.8,2002,Philippines,PHL,winter
Feb,86.3,2002,Philippines,PHL,winter
Mar,95.2,2002,Philippines,PHL,spring
Apr,70.5,2002,Philippines,PHL,spring
May,181.2,2002,Philippines,PHL,spring
Jun,221.2,2002,Philippines,PHL,summer
Jul,384.6,2002,Philippines,PHL,summer
Aug,326.6,2002,Philippines,PHL,summer
Sep,266.4,2002,Philippines,PHL,autumn
Oct,184.1,2002,Philippines,PHL,autumn
Nov,161.1,2002,Philippines,PHL,autumn
Dec,175.8,2002,Philippines,PHL,winter
Jan,94.9,2003,Philippines,PHL,winter
Feb,66.3,2003,Philippines,PHL,winter
Mar,45.6,2003,Philippines,PHL,spring
Apr,51.6,2003,Philippines,PHL,spring
May,312.5,2003,Philippines,PHL,spring
Jun,325.1,2003,Philippines,PHL,summer
Jul,321.3,2003,Philippines,PHL,summer
Aug,417.2,2003,Philippines,PHL,summer
Sep,289.3,2003,Philippines,PHL,autumn
Oct,289.4,2003,Philippines,PHL,autumn
Nov,229.1,2003,Philippines,PHL,autumn
Dec,158.3,2003,Philippines,PHL,winter
Jan,121.0,2004,Philippines,PHL,winter
Feb,76.6,2004,Philippines,PHL,winter
Mar,77.1,2004,Philippines,PHL,spring
Apr,80.6,2004,Philippines,PHL,spring
May,279.9,2004,Philippines,PHL,spring
Jun,323.8,2004,Philippines,PHL,summer
Jul,194.2,2004,Philippines,PHL,summer
Aug,354.2,2004,Philippines,PHL,summer
Sep,174.8,2004,Philippines,PHL,autumn
Oct,235.2,2004,Philippines,PHL,autumn
Nov,182.7,2004,Philippines,PHL,autumn
Dec,174.6,2004,Philippines,PHL,winter
Jan,92.6,2005,Philippines,PHL,winter
Feb,19.0,2005,Philippines,PHL,winter
Mar,83.3,2005,Philippines,PHL,spring
Apr,56.2,2005,Philippines,PHL,spring
