month,rainfall_mm,year,country,iso3,season
Apr,15.1,2008,Australia,AUS,autumn
May,10.3,2008,Australia,AUS,autumn
Jun,22.7,2008,Australia,AUS,winter
Jul,24.4,2008,Australia,AUS,winter
Aug,13.3,2008,Australia,AUS,winter
Sep,20.8,2008,Australia,AUS,spring
Oct,15.5,2008,Australia,AUS,spring
Nov,55.6,2008,Australia,AUS,spring
Dec,68.0,2008,Australia,AUS,summer
Jan,129.6,2009,Australia,AUS,summer
Feb,93.6,2009,Australia,AUS,summer
Mar,29.3,2009,Australia,AUS,autumn
Apr,25.7,2009,Australia,AUS,autumn
May,18.1,2009,Australia,AUS,autumn
Jun,25.3,2009,Australia,AUS,winter
Jul,16.2,2009,Australia,AUS,winter
Aug,12.1,2009,Australia,AUS,winter
Sep,16.6,2009,Australia,AUS,spring
Oct,15.0,2009,Australia,AUS,spring
Nov,29.5,2009,Australia,AUS,spring
Dec,61.5,2009,Australia,AUS,summer
Jan,100.8,2010,Australia,AUS,summer
Feb,102.2,2010,Australia,AUS,summer
Mar,60.6,2010,Australia,AUS,autumn
Apr,38.1,2010,Australia,AUS,autumn
May,29.6,2010,Australia,AUS,autumn
Jun,14.8,2010,Australia,AUS,winter
Jul,25.7,2010,Australia,AUS,winter
Aug,28.5,2010,Australia,AUS,winter
Sep,37.4,2010,Australia,AUS,spring
Oct,44.9,2010,Australia,AUS,spring
Nov,56.6,2010,Australia,AUS,spring
Dec,94.5,2010,Australia,AUS,summer
Jan,100.0,2011,Australia,AUS,summer
Feb,97.6,2011,Australia,AUS,summer
Mar,100.6,2011,Australia,AUS,autumn
Apr,28.5,2011,Australia,AUS,autumn
May,20.4,2011,Australia,AUS,autumn
Jun,20.5,2011,Australia,AUS,winter
Jul,21.8,2011,Australia,AUS,winter
Aug,18.7,2011,Australia,AUS,winter
Sep,14.8,2011,Australia,AUS,spring
Oct,29.2,2011,Australia,AUS,spring
Nov,43.3,2011,Australia,AUS,spring
Dec,62.3,2011,Australia,AUS,summer
Jan,95.4,2012,Australia,AUS,summer
Feb,77.6,2012,Australia,AUS,summer
Mar,88.4,2012,Australia,AUS,autumn
Apr,24.3,2012,Australia,AUS,autumn
May,21.0,2012,Australia,AUS,autumn
